0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
0;0;0;0;NaN;0;0;NaN;150.814.657.638.499;133.240.557.028.105;0;0;0;391.738.874.665.028;0.171847144705046;0;876.179.438.731.072;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9216;misfire_04216;misfire;1
0;0;0;0;NaN;0;0;NaN;150.818.423.824.479;133.246.237.413.534;0;0;0;393.482.924.822.393;0.171857683382365;0;0.715356250637771;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9217;misfire_04217;misfire;1
0;0;0;0;NaN;0;0;NaN;150.789.533.899.157;133.205.840.059.227;0;0;0;380.634.364.577.607;0.171774866463029;0;314.414.143.752.144;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9218;misfire_04218;misfire;1
0;0;0;0;NaN;0;0;NaN;150.776.736.700.442;133.189.851.342.515;0;0;0;375.269.384.484.314;0.171737221961136;0;0.267617652065751;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9219;misfire_04219;misfire;1
0;0;0;0;NaN;0;0;NaN;150.788.100.279.226;133.203.999.498.001;0;0;0;380.024.687.987.877;0.171770669019633;0;472.731.148.445.312;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9220;misfire_04220;misfire;1
0;0;0;0;NaN;0;0;NaN;150.778.685.404.444;133.192.224.678.042;0;0;0;376.075.524.772.022;0.17174297714796;0;791.962.066.597.496;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9221;misfire_04221;misfire;1
0;0;0;0;NaN;0;0;NaN;150.797.850.288.774;133.216.789.525.365;0;0;0;384.218.180.630.662;0.171799090039955;0;82.820.948.740.695;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9222;misfire_04222;misfire;1
0;0;0;0;NaN;0;0;NaN;150.820.542.175.493;133.249.497.926.948;0;0;0;394.474.562.423.155;0.171863563482877;0;315.529.642.003.593;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9223;misfire_04223;misfire;1
0;0;0;0;NaN;0;0;NaN;150.788.993.872.727;133.205.145.192.831;0;0;0;380.404.437.490.585;0.171773286012064;0;543.578.641.754.382;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9224;misfire_04224;misfire;1
0;0;0;0;NaN;0;0;NaN;150.813.988.673.324;13.323.956.299.165;0;0;0;391.431.536.616.992;0.171845262309388;0;366.282.643.297.429;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9225;misfire_04225;misfire;1
0;0;0;0;NaN;0;0;NaN;150.793.842.570.117;133.211.453.201.641;0;0;0;382.480.833.918.953;0.171787445130017;0;890.970.308.593.266;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9226;misfire_04226;misfire;1
0;0;0;0;NaN;0;0;NaN;150.793.726.195.282;133.211.299.942.317;0;0;0;382.430.676.550.187;0.17178710615609;0;0.229242476318606;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9227;misfire_04227;misfire;1
0;0;0;0;NaN;0;0;NaN;15.079.914.532.463;13.321.853.883.323;0;0;0;38.478.384.843.333;0.171802840236921;0;535.252.025.893.068;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9228;misfire_04228;misfire;1
0;0;0;0;NaN;0;0;NaN;150.798.994.435.729;133.218.334.371.058;0;0;0;384.717.830.721.554;0.171802403627221;0;512.994.736.723.179;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9229;misfire_04229;misfire;1
0;0;0;0;NaN;0;0;NaN;150.769.426.025.498;133.181.127.081.679;0;0;0;372.277.120.483.283;0.171715574340354;0;652.015.866.144.419;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9230;misfire_04230;misfire;1
0;0;0;0;NaN;0;0;NaN;1.508.159.483.077;133.242.487.404.901;0;0;0;392.333.895.335.162;0.171850767840047;0;942.001.805.435.662;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9231;misfire_04231;misfire;1
0;0;0;0;NaN;0;0;NaN;150.797.110.192.523;13.321.579.538.568;0;0;0;383.895.859.217.779;0.17179694396384;0;144.632.061.924.118;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9232;misfire_04232;misfire;1
0;0;0;0;NaN;0;0;NaN;15.080.793.850.888;133.230.764.542.443;0;0;0;388.683.630.540.303;0.1718281107014;0;581.550.399.789.092;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9233;misfire_04233;misfire;1
0;0;0;0;NaN;0;0;NaN;150.824.037.961.962;133.254.988.341.695;0;0;0;396.128.738.104.796;0.171873183376534;0;879.424.203.619.465;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9234;misfire_04234;misfire;1
0;0;0;0;NaN;0;0;NaN;150.826.613.146.515;133.259.125.451.854;0;0;0;397.362.135.425.836;0.171880196323115;0;197.313.672.876.671;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9235;misfire_04235;misfire;1
0;0;0;0;NaN;0;0;NaN;150.757.201.757.616;133.167.117.920.102;0;0;0;367.378.216.202.207;0.171679226183287;0;758.319.908.964.485;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9236;misfire_04236;misfire;1
0;0;0;0;NaN;0;0;NaN;150.799.206.953.739;133.218.622.393.077;0;0;0;384.810.821.116.981;0.171803018539866;0;84.491.394.836.086;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9237;misfire_04237;misfire;1
0;0;0;0;NaN;0;0;NaN;150.765.986.918.076;133.177.115.813.605;0;0;0;370.886.173.399.977;0.171705364604014;0;813.030.350.392.582;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9238;misfire_04238;misfire;1
0;0;0;0;NaN;0;0;NaN;150.803.860.425.316;133.225.016.546.564;0;0;0;386.861.848.861.699;0.171816435601893;0;684.970.757.345.209;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9239;misfire_04239;misfire;1
0;0;0;0;NaN;0;0;NaN;150.813.056.696.719;133.238.185.396.561;0;0;0;3.910.045.597.074;0.171842634884104;0;13.535.751.086.932;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9240;misfire_04240;misfire;1
0;0;0;0;NaN;0;0;NaN;150.807.000.769.737;133.229.430.330.574;0;0;0;388.262.626.483.244;0.171825433551786;0;257.783.655.308.499;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9241;misfire_04241;misfire;1
0;0;0;0;NaN;0;0;NaN;150.789.995.100.449;133.206.434.996.592;0;0;0;380.830.990.401.088;0.171776215564795;0;948.684.596.189.032;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9242;misfire_04242;misfire;1
0;0;0;0;NaN;0;0;NaN;150.832.201.273.108;133.268.397.004.536;0;0;0;400.085.209.413.817;0.171895166333908;0;278.985.786.900.808;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9243;misfire_04243;misfire;1
0;0;0;0;NaN;0;0;NaN;15.080.654.129.063;133.228.779.348.971;0;0;0;388.056.802.698.526;0.171824120101859;0;397.809.371.210.036;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9244;misfire_04244;misfire;1
0;0;0;0;NaN;0;0;NaN;150.773.868.733.823;133.186.395.756.894;0;0;0;37.408.960.639.298;0.171728739648146;0;819.967.896.330.082;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9245;misfire_04245;misfire;1
0;0;0;0;NaN;0;0;NaN;150.803.989.377.875;133.225.196.181.483;0;0;0;386.919.098.695.088;0.171816806030651;0;835.042.344.030.742;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9246;misfire_04246;misfire;1
0;0;0;0;NaN;0;0;NaN;150.797.226.600.813;133.215.951.486.339;0;0;0;383.946.511.112.203;0.171797281652067;0;444.103.267.085.523;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9247;misfire_04247;misfire;1
0;0;0;0;NaN;0;0;NaN;150.761.718.468.636;133.172.214.826.328;0;0;0;369.173.861.624.761;0.171692673919721;0;977.311.319.587.249;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9248;misfire_04248;misfire;1
0;0;0;0;NaN;0;0;NaN;150.823.919.695.883;133.254.800.274.989;0;0;0;396.072.402.655.057;0.171872859744123;0;0.828528841468713;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9249;misfire_04249;misfire;1
0;0;0;0;NaN;0;0;NaN;150.781.385.475.194;133.195.548.174.696;0;0;0;377.198.704.363.683;0.171750939160733;0;924.900.550.921.481;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9250;misfire_04250;misfire;1
0;0;0;0;NaN;0;0;NaN;1.508.021.367.549;133.222.628.292.574;0;0;0;386.098.779.778.137;0.171811476848796;0;250.106.448.042.234;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9251;misfire_04251;misfire;1
0;0;0;0;NaN;0;0;NaN;150.756.864.878.152;13.316.674.131.037;0;0;0;367.244.937.224.728;0.171678222509645;0;693.730.958.683.211;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9252;misfire_04252;misfire;1
0;0;0;0;NaN;0;0;NaN;150.817.763.208.764;133.245.230.451.711;0;0;0;393.175.277.912.566;0.171855842392342;0;0.486522323657007;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9253;misfire_04253;misfire;1
0;0;0;0;NaN;0;0;NaN;150.808.000.481.005;133.230.852.985.139;0;0;0;388.711.498.274.664;0.171828287460249;0;402.030.189.532.046;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9254;misfire_04254;misfire;1
0;0;0;0;NaN;0;0;NaN;150.801.030.386.872;133.221.107.765.267;0;0;0;385.611.090.353.585;0.171808287026298;0;863.111.195.663.305;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9255;misfire_04255;misfire;1
0;0;0;0;NaN;0;0;NaN;150.794.274.909.888;133.212.023.392.046;0;0;0;382.667.313.284.138;0.171788704044506;0;210.104.494.658.397;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9256;misfire_04256;misfire;1
0;0;0;0;NaN;0;0;NaN;150.767.685.665.089;133.179.090.035.418;0;0;0;371.571.941.168.931;0.171710409547401;0;521.932.632.218.558;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9257;misfire_04257;misfire;1
0;0;0;0;NaN;0;0;NaN;150.829.424.436.957;13.326.373.744.437;0;0;0;39.872.380.993.387;0.171887772814154;0;634.540.250.807.249;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9258;misfire_04258;misfire;1
0;0;0;0;NaN;0;0;NaN;150.755.138.206.653;133.164.818.531.091;0;0;0;366.563.202.063.017;0.171673076884877;0;522.441.057.182.409;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9259;misfire_04259;misfire;1
0;0;0;0;NaN;0;0;NaN;150.785.509.039.958;133.200.705.667.077;0;0;0;378.928.453.062.392;0.17176306826673;0;745.921.728.894.503;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9260;misfire_04260;misfire;1
0;0;0;0;NaN;0;0;NaN;150.796.046.736.521;133.214.373.864.466;0;0;0;383.433.903.658.028;0.171793856685411;0;256.549.013.982.188;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9261;misfire_04261;misfire;1
0;0;0;0;NaN;0;0;NaN;150.766.326.335.129;133.177.509.170.986;0;0;0;371.022.993.608.368;0.171706372881052;0;184.047.689.597.528;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9262;misfire_04262;misfire;1
0;0;0;0;NaN;0;0;NaN;150.770.239.223.791;133.182.084.015.801;0;0;0;372.607.541.912.015;0.171717986259486;0;648.390.811.449.382;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9263;misfire_04263;misfire;1
0;0;0;0;NaN;0;0;NaN;150.802.225.192.514;133.222.750.251.229;0;0;0;386.137.833.577.053;0.171811731597016;0;209.456.627.554.764;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9264;misfire_04264;misfire;1
0;0;0;0;NaN;0;0;NaN;150.813.480.451.186;13.323.881.072.648;0;0;0;391.198.527.763.449;0.171843830235118;0;257.655.039.286.655;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9265;misfire_04265;misfire;1
0;0;0;0;NaN;0;0;NaN;150.780.037.889.113;133.193.884.273.146;0;0;0;376.637.219.496.786;0.171746967224224;0;632.870.002.214.951;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9266;misfire_04266;misfire;1
0;0;0;0;NaN;0;0;NaN;150.809.945.212.236;133.233.645.622.709;0;0;0;389.588.882.670.577;0.171833823515293;0;332.956.121.101.961;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9267;misfire_04267;misfire;1
0;0;0;0;NaN;0;0;NaN;150.768.830.417.635;133.180.428.271.306;0;0;0;372.035.484.556.201;0.171713807223;0;404.859.523.452.377;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9268;misfire_04268;misfire;1
0;0;0;0;NaN;0;0;NaN;150.807.212.050.128;133.229.730.276.246;0;0;0;388.357.371.273.014;0.171826037141448;0;155.640.130.585.839;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9269;misfire_04269;misfire;1
0;0;0;0;NaN;0;0;NaN;150.800.726.331.798;13.322.069.156.101;0;0;0;385.477.345.524.931;0.171807409471049;0;101.668.210.538.342;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9270;misfire_04270;misfire;1
0;0;0;0;NaN;0;0;NaN;150.770.727.498.621;133.182.660.177.802;0;0;0;37.280.622.413.095;0.17171943402787;0;0.819275974062471;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9271;misfire_04271;misfire;1
0;0;0;0;NaN;0;0;NaN;150.830.694.941.773;133.265.856.124.056;0;0;0;399.344.621.057.174;0.171891167313799;0;563.020.002.152.155;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9272;misfire_04272;misfire;1
0;0;0;0;NaN;0;0;NaN;150.829.078.359.987;133.263.164.108.809;0;0;0;398.555.300.444.711;0.171886844890071;0;966.874.636.058.065;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9273;misfire_04273;misfire;1
0;0;0;0;NaN;0;0;NaN;150.793.116.444.913;133.210.498.460.182;0;0;0;382.168.138.050.156;0.171785329362282;0;161.533.176.090.269;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9274;misfire_04274;misfire;1
0;0;0;0;NaN;0;0;NaN;150.834.379.330.798;133.272.128.676.402;0;0;0;401.165.069.844.645;0.171900896422913;0;620.936.645.904.558;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9275;misfire_04275;misfire;1
0;0;0;0;NaN;0;0;NaN;15.079.851.396.753;133.217.684.448.644;0;0;0;384.507.807.410.858;0.171801012753516;0;794.722.568.339.348;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9276;misfire_04276;misfire;1
0;0;0;0;NaN;0;0;NaN;150.760.250.905.915;133.170.548.921.629;0;0;0;368.588.625.601.123;0.171688306447924;0;865.685.113.793.685;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9277;misfire_04277;misfire;1
0;0;0;0;NaN;0;0;NaN;15.081.346.209.421;13.323.878.360.147;0;0;0;391.190.119.194.542;0.171843778476875;0;448.486.604.057.505;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9278;misfire_04278;misfire;1
0;0;0;0;NaN;0;0;NaN;150.791.594.585.954;13.320.850.911.675;0;0;0;381.514.783.103.019;0.171780889521679;0;232.379.777.830.511;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9279;misfire_04279;misfire;1
0;0;0;0;NaN;0;0;NaN;150.817.002.292.665;133.244.076.268.428;0;0;0;392.821.844.564.493;0.171853717786716;0;565.186.998.007.642;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9280;misfire_04280;misfire;1
0;0;0;0;NaN;0;0;NaN;150.798.960.020.843;133.218.287.761.079;0;0;0;384.702.777.418.342;0.17180230403221;0;0.18333242169539;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9281;misfire_04281;misfire;1
0;0;0;0;NaN;0;0;NaN;150.801.482.916.396;133.221.728.537.458;0;0;0;38.581.037.017.629;0.17180959237572;0;476.534.891.050.387;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9282;misfire_04282;misfire;1
0;0;0;0;NaN;0;0;NaN;150.756.553.116.563;133.166.393.210.435;0;0;0;367.121.674.531.981;0.171677293594241;0;635.625.836.657.179;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9283;misfire_04283;misfire;1
0;0;0;0;NaN;0;0;NaN;150.761.956.369.362;133.172.485.787.035;0;0;0;369.268.897.533.204;0.171693381722821;0;0.667263925081854;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9284;misfire_04284;misfire;1
0;0;0;0;NaN;0;0;NaN;15.077.959.885.784;13.319.334.442.252;0;0;0;376.454.687.576.397;0.171745672399495;0;708.184.915.135.981;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9285;misfire_04285;misfire;1
0;0;0;0;NaN;0;0;NaN;150.818.948.218.768;13.324.704.003.203;0;0;0;393.727.670.065.844;0.171859142342847;0;840.554.371.299.939;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9286;misfire_04286;misfire;1
0;0;0;0;NaN;0;0;NaN;150.794.172.960.149;133.211.888.818.802;0;0;0;382.623.319.568.909;0.171788407237105;0;944.101.630.380.775;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9287;misfire_04287;misfire;1
0;0;0;0;NaN;0;0;NaN;150.789.665.291.703;133.206.009.411.122;0;0;0;380.690.357.215.719;0.171775250873544;0;152.732.639.867.692;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9288;misfire_04288;misfire;1
0;0;0;0;NaN;0;0;NaN;150.822.763.401.367;133.252.970.228.868;0;0;0;395.523.002.155.302;0.171869688681288;0;41.476.622.851.681;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9289;misfire_04289;misfire;1
0;0;0;0;NaN;0;0;NaN;150.801.197.809.242;133.221.337.246.559;0;0;0;385.684.786.413.153;0.171808770068619;0;21.259.294.552.274;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9290;misfire_04290;misfire;1
0;0;0;0;NaN;0;0;NaN;150.816.003.817.331;133.242.570.802.329;0;0;0;392.359.547.693.814;0.171850923403118;0;574.611.575.147.329;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9291;misfire_04291;misfire;1
0;0;0;0;NaN;0;0;NaN;150.831.175.870.754;13.326.666.389.704;0;0;0;399.580.527.867.463;0.171892447167756;0;475.555.772.713.256;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9292;misfire_04292;misfire;1
0;0;0;0;NaN;0;0;NaN;150.827.802.697.974;133.261.064.426.364;0;0;0;397.936.323.453.611;0.171883412786765;0;974.060.843.015.046;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9293;misfire_04293;misfire;1
0;0;0;0;NaN;0;0;NaN;150.815.993.723.349;133.242.555.634.854;0;0;0;392.354.882.637.872;0.171850895116852;0;194.428.161.615.124;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9294;misfire_04294;misfire;1
0;0;0;0;NaN;0;0;NaN;150.831.063.424.833;133.266.474.743.785;0;0;0;399.525.325.338.803;0.17189214818037;0;110.355.911.717.764;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;9295;misfire_04295;misfire;1
